Nama,Pilih,Tanggal,Teks,URL
Development of a Point-of-Sale Website for the Panjang Rezeki Meatball Stand,Academic Project,18/06/2026,This website system was developed with two roles: admin and cashier. This makes it easier for the shop to view its profit and loss statements.,https://github.com/Sulvann/Kasir-Warung-Bakso-Panjang-Rezeki
